class,aa_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
neg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1878.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,422.0,246.0,1734.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.0,0.0,1592.0,0.0,1640.0,2.0,0.0,0.0,32.0,212.0,0.0,0.0,0.0,0.0,1172.0,52.0,178.0,20.0,18.0,258.0,188.0,0.0,0.0,0.0,2160.0,0.0,0.0,0.0,0.0,120.0,8.0,1526.0,206.0,,,,1720.0,0.39,2160.0,2160.0,4150.0,14,0.0,208.0,2140.0,1886.0,1209600.0,32.0,0.0,0.0,0.0,147.84,0.0,141.12,0.0,2.0,0.0,0.0,0.0,276.0,1610.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2160.0,1620.0,0.0,4.0,8.0,2.0,4.0,212.0,34.0,2.0,0.0,0.0,0.0,164.0,0.0,0.0,0.0,0.0,0.0,192.0,4.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.42,6.0,1782.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
neg,28160,276.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,370.0,92440.0,1213984.0,527894.0,40192.0,1502.0,929660.0,0.0,64.0,0.0,0.0,0.0,1632268.0,1363132.0,413606.0,192496.0,0.0,0.0,3904.0,0.0,2538.0,402.0,0.0,0.0,0.0,0.0,0.0,23622.0,1296344.0,349744.0,206672.0,0.0,3546.0,2550.0,2858.0,4468.0,41398.0,1819528.0,460.0,4.0,0.0,1570.0,736848.0,332336.0,91410.0,79680.0,81228.0,93048.0,139184.0,317156.0,5492.0,0.0,2046670.0,308.0,608.0,250.0,4.0,929660.0,29586.0,180248.0,231534.0,262540.0,,,144500.0,28160.93,2046670.0,2046670.0,2028562.0,14254,3104.0,77548.0,830080.0,1876382.0,1209600.0,55094.0,0.0,96.0,0.0,1597156.8,16423.68,258351.36,10.0,748.0,0.0,0.0,0.0,572.0,403202.0,1093934.0,344858.0,26608.0,6412.0,796.0,60.0,64.0,2046670.0,6070.0,644.0,37774.0,180516.0,92116.0,1177670.0,373572.0,7912.0,108.0,0.0,338.0,1092.0,1445276.0,58088.0,0.0,5324.0,0.0,0.0,1615208.0,1808.0,352.0,0.0,0.0,170.0,16802.0,0.0,0.0,0.0,0.0,18552.0,18910.0,3602.0,0.0,0.0,48852.0,7648.0,305360.0,55904.0,1169468.0,8148.0,0.0,0.0,27162210.0,1239.64,1452.0,292336.0,377320.0,210786.0,97686.0,203664.0,225506.0,160158.0,108974.0,173036.0,26916.0,0.0,0.0
neg,29776,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,13720.0,1051958.0,1045454.0,765026.0,7766.0,0.0,1311608.0,0.0,0.0,0.0,0.0,0.0,2461110.0,2021502.0,500802.0,406342.0,0.0,0.0,17270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1722692.0,1161232.0,0.0,0.0,1658.0,1184.0,1044.0,276818.0,2123962.0,477984.0,1272.0,2.0,0.0,0.0,1101262.0,526692.0,154256.0,129754.0,127358.0,160884.0,255994.0,417794.0,9890.0,40.0,2962230.0,0.0,230.0,248.0,0.0,1311608.0,44976.0,257272.0,242798.0,201520.0,199040.0,,96340.0,29776.55,2962230.0,2962230.0,2968118.0,23325,725408.0,51840.0,539020.0,2883924.0,1209600.0,0.0,,,,2232066.24,0.0,649814.4,0.0,0.0,0.0,0.0,0.0,22834.0,373092.0,1050196.0,1325354.0,106664.0,5284.0,500.0,,132.0,2962230.0,3006.0,366.0,143658.0,450438.0,115986.0,947646.0,1210454.0,12042.0,328.0,0.0,,,,,,,,,,3336.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26052.0,28916.0,5210.0,0.0,0.0,69768.0,9474.0,2375840.0,1066700.0,0.0,0.0,0.0,0.0,28776840.0,784.84,830.0,662696.0,987222.0,383624.0,149094.0,269786.0,206680.0,146068.0,49852.0,28902.0,0.0,0.0,0.0
pos,1738210,,,,,0.0,20788.0,778914.0,5018490.0,8375386.0,10434456.0,4885108.0,931238.0,21104.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67170.0,11004368.0,19393946.0,0.0,130218.0,84088.0,106476.0,608454.0,26932286.0,2603954.0,2.0,2.0,4.0,0.0,8729262.0,7405034.0,3593544.0,2546492.0,2105196.0,1650704.0,1350172.0,1469354.0,957852.0,657874.0,,,,,,,,,,,,,,1738210.73,,,31954960.0,156945,,,,30465484.0,,,,,,34155027.84,9376451.52,5436806.4,3226.0,6494.0,38878.0,1560784.0,5779388.0,9421374.0,9121972.0,4242638.0,274562.0,22394.0,3432.0,62.0,,,,10638.0,2964.0,7299506.0,2412264.0,5284898.0,15048232.0,401596.0,5386.0,0.0,0.0,18288.0,56260.0,30543086.0,4100094.0,4712.0,29214.0,0.0,0.0,49716418.0,,,,,,,,,,,,,,,,,,,,,,,,,6024.42,4464.0,10354218.0,4982584.0,2658670.0,1302578.0,3359876.0,3865780.0,2274484.0,1607568.0,59522.0,204.0,,
neg,8,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,934.0,3424.0,2574.0,0.0,0.0,0.0,1418.0,0.0,0.0,0.0,416.0,648.0,3798.0,2278.0,11344.0,574.0,0.0,0.0,0.0,0.0,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6932.0,0.0,80.0,10.0,6.0,1940.0,542.0,1498.0,2856.0,0.0,0.0,0.0,4742.0,334.0,102.0,172.0,206.0,48.0,1082.0,246.0,0.0,0.0,15582.0,0.0,2.0,0.0,0.0,1418.0,114.0,9448.0,1824.0,,,,11200.0,7.15,15582.0,15582.0,18926.0,51,0.0,1488.0,15420.0,6974.0,1209600.0,208.0,2.0,8.0,0.0,1974.72,0.0,2513.28,2.0,12.0,0.0,0.0,928.0,1798.0,2006.0,1864.0,336.0,0.0,0.0,0.0,0.0,6.0,15582.0,2502.0,2.0,18.0,4.0,1186.0,2910.0,310.0,0.0,0.0,0.0,4.0,20.0,2436.0,76.0,0.0,0.0,0.0,0.0,2566.0,40.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,20.0,6.0,3660.0,352.0,0.0,0.0,0.0,0.0,0.0,108.68,46.0,5268.0,1560.0,36.0,6.0,14.0,10.0,8.0,30.0,0.0,0.0,0.0,0.0
neg,42336,480.0,392.0,0.0,0.0,0.0,0.0,0.0,5398.0,104130.0,708046.0,1511966.0,458714.0,45974.0,1538.0,1249558.0,0.0,0.0,0.0,4100.0,5802.0,2600342.0,2329044.0,406344.0,218494.0,0.0,0.0,0.0,0.0,198.0,76.0,0.0,0.0,0.0,0.0,0.0,126614.0,1107680.0,1000662.0,600810.0,0.0,1834.0,764.0,1168.0,30216.0,1702534.0,1097578.0,1672.0,0.0,0.0,0.0,914648.0,775926.0,237218.0,183542.0,147196.0,122962.0,148254.0,297394.0,8626.0,0.0,3011452.0,872.0,400.0,504.0,10.0,1249558.0,32994.0,228020.0,177494.0,144000.0,180020.0,,76340.0,42335.56,3011452.0,3011452.0,3012152.0,18250,4588.0,55414.0,584040.0,2835766.0,1209600.0,88088.0,0.0,66.0,0.0,2376241.92,0.0,457587.84,0.0,0.0,0.0,0.0,18374.0,349982.0,889552.0,1277604.0,278926.0,18440.0,2774.0,114.0,146.0,160.0,3011452.0,3994.0,508.0,74044.0,242162.0,154284.0,1766158.0,578618.0,15924.0,74.0,0.0,1254.0,210.0,2347574.0,186908.0,0.0,15284.0,0.0,0.0,2398262.0,1830.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17304.0,40186.0,7742.0,0.0,0.0,81178.0,14372.0,36900.0,11858.0,0.0,0.0,0.0,0.0,2977910.0,1059.92,1174.0,477344.0,474382.0,341554.0,160120.0,335184.0,357728.0,308998.0,166692.0,204474.0,9290.0,0.0,0.0
neg,60914,2130706432.0,966.0,0.0,0.0,0.0,0.0,0.0,0.0,62288.0,1682518.0,2789382.0,795836.0,125700.0,9916.0,2192514.0,0.0,0.0,0.0,730.0,1174.0,4593928.0,3693178.0,1120286.0,777926.0,0.0,0.0,12080.0,0.0,4810.0,660.0,0.0,0.0,0.0,0.0,0.0,1174338.0,3716518.0,145392.0,429392.0,0.0,3622.0,692.0,956.0,1864.0,206044.0,5250658.0,1804.0,0.0,0.0,0.0,2440652.0,897056.0,376512.0,296644.0,253634.0,241760.0,389434.0,565804.0,4144.0,0.0,5716312.0,172.0,792.0,428.0,68.0,2192514.0,76282.0,515104.0,599932.0,261360.0,272060.0,235680.0,149540.0,60914.55,5716312.0,5716312.0,5709434.0,34535,10322.0,78480.0,863000.0,5465640.0,1209600.0,190242.0,2.0,126.0,0.0,4062069.12,266358.72,1131998.4,0.0,824.0,0.0,0.0,5066.0,408980.0,1792412.0,2521232.0,676382.0,51084.0,9764.0,720.0,606.0,614.0,5716312.0,9814.0,1446.0,234992.0,893438.0,260758.0,2740436.0,1267734.0,56544.0,478.0,0.0,1896.0,2408.0,3776274.0,59918.0,0.0,21082.0,0.0,10.0,4160404.0,6440.0,1750.0,0.0,0.0,480.0,266754.0,0.0,0.0,0.0,0.0,49982.0,42692.0,24536.0,0.0,0.0,85044.0,19006.0,17452280.0,1893444.0,0.0,0.0,0.0,0.0,1370480.0,2660.86,3022.0,1446674.0,1285984.0,779288.0,354628.0,619996.0,437252.0,262668.0,141526.0,137408.0,216.0,0.0,0.0
neg,80734,796.0,628.0,0.0,0.0,0.0,0.0,0.0,0.0,3536.0,649536.0,3294606.0,1647174.0,54722.0,2512.0,2638864.0,0.0,0.0,0.0,0.0,0.0,5311532.0,4794288.0,1023266.0,365596.0,0.0,0.0,0.0,0.0,8932.0,1344.0,0.0,0.0,0.0,0.0,0.0,62448.0,588624.0,4866764.0,134250.0,0.0,7636.0,6816.0,13580.0,10974.0,393226.0,5218552.0,1302.0,0.0,0.0,0.0,2168604.0,1180480.0,562144.0,487678.0,419464.0,339622.0,316960.0,177134.0,0.0,0.0,6336594.0,82.0,100.0,512.0,20.0,2638864.0,63882.0,609468.0,411602.0,224760.0,192040.0,194660.0,47900.0,80734.12,6336594.0,6336594.0,6333584.0,34323,30910.0,18112.0,270140.0,5652086.0,1209600.0,149984.0,0.0,194.0,0.0,4875660.48,0.0,770556.48,48.0,1612.0,0.0,0.0,1100.0,122252.0,1453746.0,2974258.0,1034060.0,56818.0,9318.0,534.0,60.0,104.0,6336594.0,11886.0,1500.0,79658.0,383748.0,355058.0,2883670.0,1857914.0,77858.0,794.0,0.0,1112.0,3556.0,2128524.0,87950.0,0.0,786.0,0.0,0.0,4949620.0,5102.0,488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36560.0,84036.0,12836.0,0.0,0.0,155870.0,21580.0,11026520.0,1382580.0,0.0,0.0,0.0,0.0,4213280.0,3136.62,3522.0,803598.0,1435644.0,745698.0,333916.0,726634.0,571308.0,399312.0,251960.0,360388.0,23628.0,0.0,0.0
neg,40610,2130706432.0,408.0,0.0,0.0,0.0,0.0,0.0,0.0,994.0,239300.0,1694582.0,376304.0,33640.0,0.0,1145274.0,0.0,0.0,0.0,0.0,0.0,2146562.0,1909146.0,302630.0,194276.0,0.0,0.0,0.0,0.0,444.0,112.0,0.0,0.0,0.0,0.0,0.0,25402.0,1841330.0,297166.0,180922.0,0.0,2046.0,232.0,398.0,544.0,57940.0,2283456.0,204.0,0.0,0.0,0.0,771508.0,407646.0,202122.0,163868.0,149310.0,172790.0,476302.0,1274.0,0.0,0.0,2449530.0,0.0,56.0,340.0,22.0,1145274.0,28376.0,159368.0,142726.0,134300.0,161240.0,,3320.0,40610.64,2449530.0,2449530.0,2451912.0,14065,39848.0,200.0,25320.0,2344820.0,1209600.0,72142.0,2.0,36.0,0.0,2022049.92,0.0,319963.2,0.0,278.0,0.0,0.0,0.0,17408.0,721892.0,1087362.0,468662.0,41610.0,6860.0,1026.0,14.0,20.0,2449530.0,4050.0,412.0,22170.0,204792.0,205558.0,1670334.0,234496.0,3008.0,0.0,0.0,586.0,544.0,1970638.0,70576.0,0.0,12302.0,0.0,8.0,2046010.0,1910.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16712.0,29140.0,12200.0,0.0,0.0,89188.0,17626.0,3133060.0,447716.0,0.0,0.0,0.0,0.0,610640.0,735.66,860.0,335240.0,355586.0,200228.0,100574.0,204696.0,175974.0,192408.0,175934.0,549746.0,54434.0,0.0,0.0
neg,4,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1958.0,1812.0,4554.0,0.0,0.0,0.0,2248.0,0.0,0.0,0.0,222.0,452.0,14810.0,13198.0,10822.0,184.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8324.0,0.0,3476.0,12.0,22.0,20.0,28.0,4766.0,0.0,0.0,0.0,0.0,6360.0,254.0,108.0,140.0,22.0,18.0,110.0,1206.0,98.0,8.0,25876.0,0.0,4.0,0.0,0.0,2248.0,158.0,9312.0,1502.0,1310700.0,1310700.0,1310700.0,10720.0,4.57,25876.0,25876.0,29652.0,47,132.0,2482.0,25740.0,8324.0,1209600.0,254.0,2.0,6.0,0.0,2016.96,179.52,2648.64,,,0.0,0.0,1328.0,2122.0,1894.0,2828.0,138.0,14.0,0.0,0.0,0.0,12.0,25876.0,3486.0,10.0,20.0,42.0,2622.0,862.0,556.0,52.0,652.0,22.0,4.0,2.0,1464.0,66.0,0.0,0.0,0.0,0.0,2614.0,36.0,70.0,0.0,0.0,90.0,780.0,0.0,0.0,0.0,0.0,138.0,0.0,0.0,200.0,34.0,8.0,30.0,380.0,170.0,708.0,66.0,0.0,0.0,0.0,,,6498.0,1590.0,42.0,10.0,158.0,22.0,4.0,0.0,0.0,0.0,0.0,0.0
pos,788878,,,,,0.0,0.0,0.0,3990.0,950718.0,17967680.0,27934698.0,4978328.0,120814.0,84.0,19493364.0,21108.0,15488.0,,18580.0,38408.0,39559674.0,32019682.0,13533738.0,7362074.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,357450.0,22311638.0,15209352.0,14077872.0,0.0,32884.0,24494.0,35814.0,2429784.0,40285386.0,9147896.0,52.0,2.0,0.0,0.0,16004204.0,11948120.0,3612912.0,2807138.0,2396308.0,2609010.0,4385116.0,6948720.0,1209518.0,35266.0,53116064.0,,,,,19493364.0,721384.0,6658214.0,6831294.0,422340.0,383800.0,415560.0,431780.0,788878.0,53116064.0,53116064.0,53155628.0,379873,,,1019900.0,51956312.0,1209600.0,,,,,44921192.64,0.0,7012589.76,,,0.0,0.0,93476.0,4886296.0,23739634.0,19828964.0,3051488.0,299534.0,54250.0,2670.0,,,53116064.0,35882.0,8664.0,1896720.0,3410762.0,7112524.0,35394790.0,4000822.0,96134.0,14.0,0.0,,,,,,,,,,,,,,,,,,,,406012.0,,,,,,,,,,,,,,,,7355176.0,9874762.0,6023836.0,3388662.0,6534054.0,5383914.0,5730380.0,3786252.0,3815898.0,63378.0,,
pos,1665858,,,0.0,0.0,0.0,0.0,0.0,4210.0,847684.0,21928910.0,67611712.0,15626372.0,70800.0,0.0,38564390.0,1223010.0,8994.0,,12428.0,20784.0,78968520.0,63775172.0,31172664.0,13588370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3435798.0,46491392.0,39328612.0,16833886.0,0.0,258968.0,362212.0,1298584.0,3631930.0,48583898.0,51943632.0,10446.0,16.0,0.0,2.0,42180536.0,14735194.0,8229428.0,6565144.0,5480836.0,6298758.0,9485466.0,7422754.0,2495950.0,3195622.0,110160396.0,9204.0,33216.0,9628.0,1818.0,38564390.0,1696038.0,15207220.0,15886540.0,745740.0,687580.0,733760.0,1037240.0,1665858.72,110160396.0,110160396.0,109048204.0,795848,5785602.0,,1142640.0,106089688.0,1209600.0,0.0,,,,87170906.88,0.0,11523911.04,0.0,0.0,0.0,0.0,102900.0,6510066.0,41126886.0,51074702.0,6666212.0,509770.0,96756.0,2396.0,,0.0,110160396.0,76890.0,16944.0,8050378.0,7458674.0,45787886.0,43243954.0,1443336.0,11626.0,0.0,0.0,,,,,,,,,,50246.0,1684.0,,,,,,,,,1085250.0,1727096.0,348118.0,0.0,0.0,3931728.0,574014.0,154981640.0,36480230.0,0.0,0.0,0.0,0.0,,31211.96,32488.0,12591820.0,17956584.0,15655546.0,7961190.0,15573746.0,13337708.0,9939694.0,6375252.0,6517696.0,180452.0,0.0,0.0
neg,39898,416.0,308.0,0.0,0.0,0.0,0.0,0.0,0.0,14006.0,1091470.0,1538338.0,329354.0,20304.0,758.0,1350124.0,0.0,0.0,0.0,0.0,0.0,2588062.0,2246944.0,665076.0,268730.0,0.0,0.0,0.0,0.0,1210.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,1459414.0,604890.0,929926.0,0.0,3220.0,898.0,1176.0,2626.0,7030.0,2977880.0,1398.0,2.0,0.0,0.0,1394054.0,703102.0,257004.0,168994.0,117182.0,82458.0,71858.0,195286.0,4292.0,0.0,3253988.0,950.0,3672.0,816.0,16.0,1350124.0,50144.0,352540.0,311218.0,231240.0,275560.0,,150960.0,39898.35,3253988.0,3253988.0,3241854.0,13920,7102.0,78110.0,825880.0,2994230.0,1209600.0,62804.0,0.0,182.0,0.0,2316757.44,0.0,673017.6,8.0,292.0,0.0,0.0,1888.0,383778.0,1500798.0,985756.0,111148.0,9352.0,1510.0,0.0,300.0,326.0,3253988.0,5628.0,638.0,13490.0,537832.0,193842.0,1696250.0,523424.0,22656.0,470.0,0.0,644.0,962.0,2218582.0,352142.0,0.0,2762.0,0.0,0.0,2346672.0,3072.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25252.0,17544.0,4686.0,0.0,0.0,98844.0,20388.0,66680.0,15344.0,0.0,0.0,0.0,0.0,0.0,1235.58,1496.0,717342.0,526146.0,227940.0,116744.0,298810.0,406398.0,470238.0,207218.0,23352.0,42.0,0.0,0.0
pos,119532,0.0,,0.0,0.0,0.0,0.0,0.0,7202.0,283928.0,1244966.0,4477676.0,2187352.0,47230.0,0.0,3924410.0,0.0,0.0,0.0,5396.0,6900.0,8016602.0,7359084.0,1312236.0,512650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69724.0,2199784.0,3598402.0,2380444.0,0.0,19884.0,33030.0,46280.0,54508.0,3114524.0,4978658.0,1466.0,4.0,0.0,0.0,3555222.0,1193574.0,598134.0,429504.0,354446.0,374864.0,993842.0,739304.0,9464.0,0.0,9335702.0,2858.0,4566.0,938.0,84.0,3924410.0,101280.0,732636.0,577644.0,197160.0,184360.0,149680.0,101740.0,119532.49,9335702.0,9335702.0,9257122.0,54012,908654.0,77464.0,847500.0,8248354.0,1209600.0,0.0,,,,6748746.24,0.0,1491944.64,,,0.0,50.0,71672.0,785156.0,3089874.0,3824280.0,438808.0,32404.0,6076.0,34.0,,0.0,9335702.0,6802.0,1498.0,303282.0,463004.0,557186.0,5929056.0,976972.0,10544.0,10.0,0.0,,,,,,,,,,5014.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54010.0,133674.0,25384.0,0.0,0.0,257546.0,57900.0,11561560.0,1734252.0,0.0,0.0,0.0,0.0,13275850.0,,,1542638.0,1563862.0,936260.0,444398.0,821136.0,760644.0,741850.0,561396.0,805950.0,70220.0,0.0,0.0
neg,40806,376.0,346.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,76770.0,1816200.0,1160526.0,77336.0,508.0,1211230.0,0.0,0.0,0.0,0.0,0.0,2729250.0,2310856.0,555270.0,326474.0,0.0,0.0,0.0,0.0,1212.0,236.0,0.0,0.0,0.0,0.0,0.0,966.0,650428.0,2480166.0,0.0,0.0,2992.0,1318.0,2220.0,211082.0,2587056.0,326890.0,2.0,0.0,0.0,0.0,1196894.0,895410.0,285042.0,201760.0,150222.0,117552.0,163038.0,121642.0,0.0,0.0,3285376.0,88.0,260.0,952.0,70.0,1211230.0,36326.0,199242.0,350162.0,191860.0,224660.0,,129320.0,40805.39,3285376.0,3285376.0,3267548.0,16993,31648.0,80230.0,856760.0,3131560.0,1209600.0,119308.0,0.0,102.0,0.0,2607316.8,0.0,521428.8,0.0,0.0,0.0,0.0,0.0,30.0,524924.0,1821544.0,732726.0,45326.0,6938.0,72.0,14.0,18.0,3285376.0,6968.0,786.0,68960.0,355934.0,207308.0,1815484.0,664926.0,11096.0,98.0,0.0,474.0,612.0,2428616.0,67234.0,0.0,6856.0,0.0,30.0,2655158.0,3282.0,370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20834.0,36218.0,6822.0,0.0,0.0,110816.0,19528.0,1234200.0,188748.0,53874.0,4094.0,0.0,0.0,1231500.0,1762.42,2012.0,547584.0,943370.0,279214.0,139966.0,265868.0,248858.0,184928.0,143338.0,340818.0,37616.0,0.0,0.0
pos,578592,3244.0,2360.0,0.0,0.0,0.0,4052.0,272492.0,3228468.0,9033052.0,7497708.0,3095546.0,680318.0,38186.0,548.0,23940350.0,341910.0,124.0,0.0,3029858.0,5310234.0,40600744.0,32287056.0,22049684.0,10508586.0,48.0,0.0,420.0,0.0,8586.0,1444.0,0.0,0.0,0.0,0.0,0.0,0.0,59870.0,10061700.0,13728800.0,0.0,22968.0,22370.0,27476.0,120066.0,5790734.0,17866750.0,6.0,0.0,0.0,0.0,10849354.0,8337874.0,2276750.0,1004116.0,534882.0,315420.0,206056.0,153976.0,101712.0,70230.0,65682072.0,1134.0,5420.0,6704.0,0.0,23940350.0,1022122.0,4116150.0,17897996.0,506260.0,418400.0,490940.0,66540.0,578591.36,65682072.0,65682072.0,24194544.0,93204,34242.0,120484.0,325580.0,23850370.0,1209600.0,748894.0,1036.0,322.0,2.0,41041254.72,6867993.6,16390320.96,892.0,2478.0,27546.0,1016310.0,5547128.0,8950102.0,6136020.0,2018536.0,139626.0,13956.0,1106.0,40.0,226.0,238.0,65682072.0,8552.0,1666.0,6097014.0,1942312.0,12192792.0,3606506.0,1528.0,0.0,0.0,0.0,3302.0,2958.0,14439838.0,3771662.0,26.0,2608.0,0.0,0.0,16162346.0,70596.0,576.0,16274770.0,3565292.0,0.0,0.0,0.0,0.0,0.0,0.0,701368.0,71228.0,14492.0,0.0,0.0,906218.0,138054.0,8808040.0,1083762.0,0.0,0.0,0.0,0.0,203821340.0,3541.26,3780.0,8210450.0,7050436.0,3123760.0,948754.0,1298298.0,1595084.0,875090.0,726906.0,21592.0,0.0,0.0,0.0
neg,40126,426.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,38288.0,1054038.0,1656034.0,314108.0,19972.0,478.0,1395978.0,0.0,128.0,0.0,0.0,0.0,2754774.0,2465164.0,672310.0,244140.0,0.0,0.0,0.0,0.0,882.0,434.0,0.0,0.0,0.0,0.0,0.0,0.0,1219664.0,1254680.0,608574.0,0.0,2728.0,632.0,862.0,1068.0,26724.0,3050736.0,166.0,2.0,0.0,0.0,1367250.0,669590.0,278076.0,214748.0,157878.0,116306.0,105148.0,166658.0,7264.0,0.0,3427570.0,792.0,1052.0,212.0,0.0,1395978.0,41146.0,401380.0,269224.0,221620.0,239720.0,,205980.0,40126.39,3427570.0,3427570.0,3424272.0,15319,1268.0,97488.0,1002800.0,3082918.0,1209600.0,63068.0,0.0,92.0,0.0,2357739.84,0.0,721814.4,0.0,258.0,0.0,0.0,1766.0,371264.0,1451274.0,1110086.0,138720.0,7992.0,1708.0,108.0,66.0,74.0,3427570.0,4354.0,456.0,10110.0,503982.0,175012.0,1645606.0,728566.0,14624.0,208.0,0.0,680.0,1004.0,2326684.0,108502.0,0.0,1146.0,0.0,0.0,2392288.0,3056.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19784.0,19836.0,5070.0,0.0,0.0,94924.0,13092.0,68920.0,8250.0,0.0,0.0,0.0,0.0,126450.0,833.52,1006.0,751010.0,480294.0,290776.0,194676.0,546930.0,425510.0,253604.0,95106.0,44706.0,306.0,0.0,0.0
neg,179234,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,59868.0,3598400.0,6418420.0,1385592.0,34300.0,552.0,5743706.0,160446.0,0.0,,446.0,1110.0,9939948.0,8660522.0,1766568.0,1112542.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2111256.0,8350432.0,1035444.0,0.0,14900.0,4822.0,6388.0,11804.0,4058048.0,7400872.0,266.0,26.0,6.0,0.0,4563498.0,2029434.0,902326.0,653456.0,540160.0,631230.0,1511200.0,665632.0,196.0,0.0,11708620.0,2988.0,556.0,6306.0,168.0,5743706.0,154470.0,653934.0,1108244.0,226420.0,205540.0,160200.0,142760.0,179233.45,11708620.0,11708620.0,,74447,2223936.0,,798200.0,,1209600.0,0.0,,,,9876360.96,0.0,1603960.32,,,0.0,0.0,852.0,1475610.0,5549752.0,3905390.0,492040.0,61706.0,11674.0,108.0,,0.0,11708620.0,12208.0,1456.0,606122.0,777520.0,644536.0,7828266.0,1596172.0,30850.0,2.0,0.0,,,,,,,,,,10698.0,228.0,,,,,,,,,93188.0,147512.0,28622.0,0.0,0.0,253546.0,40024.0,12176540.0,2010494.0,0.0,0.0,0.0,0.0,,,,1678156.0,1945708.0,1177890.0,599072.0,1415420.0,1827892.0,1441492.0,611960.0,764426.0,35116.0,0.0,0.0
